customer_id,tenure_months,contract_type,monthly_charges,total_charges,num_support_tickets,has_tech_support,has_online_security,internet_service,payment_method,paperless_billing,senior_citizen,partner,dependents,num_additional_services,avg_monthly_usage_gb,churn
CUST-000032,23,Two year,95.69,2069.46,1,1,0,Fiber optic,Mailed check,1,0,1,0,3,53.6,0
CUST-000033,55,Two year,51.08,2621.12,2,0,1,No,Electronic check,0,0,1,1,2,28.0,0
CUST-000034,9,Month-to-month,79.96,641.64,1,0,0,Fiber optic,Electronic check,0,0,0,0,5,114.6,1
CUST-000035,13,Month-to-month,71.87,905.24,5,0,1,DSL,Bank transfer (automatic),1,0,1,0,1,246.8,1
CUST-000036,33,Month-to-month,74.75,2504.32,3,0,0,Fiber optic,Credit card (automatic),0,0,1,1,1,139.6,0
CUST-000037,21,Two year,78.28,1722.83,1,0,0,Fiber optic,Bank transfer (automatic),0,0,1,0,2,103.3,0
CUST-000038,47,Month-to-month,61.09,2932.24,1,1,0,DSL,Bank transfer (automatic),0,0,0,1,1,80.1,0
CUST-000039,42,Month-to-month,92.28,3622.9,2,1,0,Fiber optic,Credit card (automatic),1,0,1,0,2,355.9,0
CUST-000040,22,Two year,80.04,1735.9,1,0,1,DSL,Bank transfer (automatic),1,0,0,0,2,46.4,0
CUST-000041,10,Month-to-month,104.58,1120.54,3,0,1,Fiber optic,Electronic check,0,0,0,1,3,164.4,0
CUST-000042,20,Month-to-month,52.51,1023.31,4,1,0,Fiber optic,Electronic check,0,0,1,0,0,101.9,0
CUST-000043,43,Two year,125.2,5590.56,3,1,0,Fiber optic,Bank transfer (automatic),1,0,0,0,0,118.2,0
CUST-000044,48,Two year,91.48,4532.73,1,0,1,Fiber optic,Bank transfer (automatic),0,0,0,0,3,112.6,0
CUST-000045,21,Month-to-month,81.71,1781.1,0,1,0,Fiber optic,Credit card (automatic),1,0,0,0,5,124.7,0
CUST-000046,5,Month-to-month,42.41,216.62,0,0,0,DSL,Electronic check,0,0,1,0,3,133.6,0
CUST-000047,9,Month-to-month,114.73,1071.64,2,1,0,DSL,Credit card (automatic),1,0,0,0,5,59.7,1
CUST-000048,40,Month-to-month,149.0,5518.5,0,1,0,Fiber optic,Bank transfer (automatic),1,0,0,0,4,45.8,0
CUST-000049,22,Month-to-month,111.65,2642.41,0,0,0,No,Credit card (automatic),1,0,0,0,1,32.8,1
CUST-000050,22,Month-to-month,68.04,1361.67,2,1,0,DSL,Bank transfer (automatic),1,0,1,0,2,196.5,1
CUST-000051,13,One year,73.6,971.72,4,0,1,DSL,Electronic check,1,0,0,0,3,68.1,1
CUST-000052,13,One year,102.28,1326.42,3,0,0,No,Mailed check,1,0,0,0,4,180.3,1
CUST-000053,54,Two year,58.98,3085.29,1,0,0,DSL,Electronic check,0,0,0,1,1,71.3,0
CUST-000054,41,Two year,78.53,3062.74,1,1,0,No,Electronic check,0,0,1,0,3,372.8,0
CUST-000055,18,Month-to-month,70.68,1307.21,4,0,1,No,Credit card (automatic),0,0,1,0,2,16.9,1
CUST-000056,32,Month-to-month,112.97,3759.88,1,0,0,DSL,Mailed check,0,0,0,0,5,105.2,0
CUST-000057,36,Month-to-month,100.91,3614.04,0,0,1,DSL,Electronic check,0,0,1,0,0,95.7,0
CUST-000058,72,Month-to-month,61.55,4367.51,1,0,0,No,Mailed check,1,0,1,0,3,285.4,1
CUST-000059,12,Month-to-month,103.13,1316.85,0,1,1,DSL,Bank transfer (automatic),1,0,1,0,1,116.7,0
CUST-000060,35,One year,89.9,3080.15,6,0,0,Fiber optic,Electronic check,1,1,1,0,3,152.0,1
CUST-000061,54,Month-to-month,51.36,2767.59,0,1,1,DSL,Electronic check,0,0,1,1,4,224.1,0
CUST-000062,72,Month-to-month,82.87,5905.9,5,1,0,Fiber optic,Credit card (automatic),0,0,0,0,2,36.6,0
CUST-000063,17,Month-to-month,68.69,1311.99,0,1,0,No,Electronic check,0,0,1,1,0,59.4,1
CUST-000064,22,Two year,70.37,1483.12,1,0,0,Fiber optic,Credit card (automatic),0,0,1,0,2,68.7,0
CUST-000065,47,One year,52.06,2548.54,0,1,0,DSL,Electronic check,1,1,0,0,1,121.0,0
CUST-000066,7,Month-to-month,53.92,345.37,1,0,0,Fiber optic,Bank transfer (automatic),1,0,1,0,0,227.2,1
CUST-000067,38,Month-to-month,69.44,2512.34,7,1,0,Fiber optic,Bank transfer (automatic),0,1,1,0,5,50.6,1
CUST-000068,72,Two year,70.86,5023.04,3,0,1,DSL,Electronic check,1,0,1,0,1,353.9,0
CUST-000069,41,Month-to-month,116.05,4726.89,0,1,0,Fiber optic,Bank transfer (automatic),1,0,1,1,5,108.4,0
CUST-000070,3,One year,112.85,333.9,1,1,0,Fiber optic,Mailed check,1,0,1,0,5,63.7,0
CUST-000071,15,One year,75.75,1130.6,1,0,0,DSL,Mailed check,1,0,0,0,0,152.4,0
CUST-000072,18,One year,26.77,465.26,0,0,1,No,Credit card (automatic),0,0,1,1,3,114.5,0
CUST-000073,62,Month-to-month,68.47,4518.44,2,0,0,Fiber optic,Credit card (automatic),0,0,0,1,3,117.1,0
CUST-000074,26,Two year,60.06,1483.45,1,0,0,DSL,Electronic check,1,0,1,0,2,98.4,0
CUST-000075,5,Month-to-month,89.07,461.93,0,1,0,DSL,Bank transfer (automatic),1,1,0,1,3,145.1,0
CUST-000076,29,Month-to-month,76.08,2281.07,3,0,0,Fiber optic,Electronic check,0,0,1,1,2,52.6,0
CUST-000077,33,Month-to-month,34.51,1084.86,4,1,0,DSL,Electronic check,1,0,0,1,0,152.8,1
CUST-000078,20,Month-to-month,101.21,1987.06,0,0,1,DSL,Electronic check,0,0,1,0,2,104.5,1
CUST-000079,13,Month-to-month,71.63,931.07,1,0,0,Fiber optic,Bank transfer (automatic),1,0,1,0,2,22.5,0
CUST-000080,72,One year,61.8,4822.35,1,0,0,Fiber optic,Bank transfer (automatic),0,0,1,1,2,158.8,0
CUST-000081,54,Two year,70.68,3746.27,0,1,0,DSL,Bank transfer (automatic),1,0,0,0,5,164.5,0
CUST-000082,57,Month-to-month,88.75,5975.3,2,1,1,Fiber optic,Credit card (automatic),0,0,1,0,4,283.0,0
CUST-000083,27,Two year,77.5,2172.84,3,1,0,Fiber optic,Credit card (automatic),1,0,1,1,2,33.6,0
CUST-000084,17,Two year,90.01,1556.45,2,1,0,Fiber optic,Electronic check,0,0,1,0,4,119.0,0
CUST-000085,21,Month-to-month,41.85,917.7,3,0,1,No,Electronic check,1,0,1,0,5,203.4,0
CUST-000086,9,One year,52.21,429.51,1,0,0,DSL,Bank transfer (automatic),1,0,0,0,4,152.5,0
CUST-000087,72,Two year,64.1,4885.62,6,1,1,DSL,Mailed check,1,0,0,0,2,291.4,0
CUST-000088,27,One year,15.0,378.21,0,1,0,DSL,Electronic check,0,0,1,0,2,115.1,0
CUST-000089,72,Month-to-month,88.88,6677.62,1,1,0,DSL,Electronic check,0,0,0,0,4,67.1,0
CUST-000090,21,Two year,55.68,1134.64,2,1,0,Fiber optic,Mailed check,1,1,0,0,2,64.8,1
CUST-000091,41,One year,41.53,1634.68,2,0,0,DSL,Bank transfer (automatic),0,0,0,1,2,163.8,1
CUST-000092,34,Month-to-month,115.0,4256.53,0,0,0,Fiber optic,Bank transfer (automatic),1,0,1,0,2,230.9,0
CUST-000093,8,Month-to-month,79.23,630.68,0,0,0,No,Credit card (automatic),1,1,1,1,1,92.9,1
CUST-000094,72,Month-to-month,92.18,6128.88,1,1,0,Fiber optic,Credit card (automatic),0,1,0,0,1,77.0,1
CUST-000095,22,Month-to-month,47.3,1091.32,2,0,0,Fiber optic,Credit card (automatic),1,0,0,1,2,125.1,1
CUST-000096,11,Month-to-month,74.86,773.2,1,0,1,Fiber optic,Mailed check,1,0,0,0,3,128.4,1
CUST-000097,48,Month-to-month,84.6,4337.09,7,0,0,Fiber optic,Bank transfer (automatic),1,1,1,0,4,64.3,1
CUST-000098,30,Two year,86.41,2590.2,3,1,0,Fiber optic,Electronic check,0,0,1,0,1,95.3,0
CUST-000099,39,One year,118.54,4328.61,5,0,0,Fiber optic,Credit card (automatic),1,0,1,0,5,148.5,0
CUST-000100,32,Month-to-month,114.86,3826.46,7,0,0,DSL,Bank transfer (automatic),1,0,0,0,3,87.7,1
CUST-000101,3,Month-to-month,80.37,247.39,2,0,0,DSL,Electronic check,0,0,1,0,2,118.3,1
CUST-000102,14,Month-to-month,76.64,959.05,1,0,0,Fiber optic,Bank transfer (automatic),0,0,1,0,5,124.4,1
CUST-000103,14,Month-to-month,120.36,1679.7,3,1,0,Fiber optic,Mailed check,1,0,0,0,2,246.4,1
CUST-000104,57,One year,50.26,2907.63,1,0,0,DSL,Credit card (automatic),1,0,0,0,4,72.9,0
CUST-000105,31,Month-to-month,15.0,470.59,0,0,1,DSL,Electronic check,1,0,1,0,5,171.7,0
CUST-000106,43,Two year,58.76,2503.34,4,1,0,Fiber optic,Mailed check,1,0,1,0,0,135.4,0
CUST-000107,23,Month-to-month,15.0,357.85,1,0,1,DSL,Credit card (automatic),1,0,1,0,1,200.9,0
CUST-000108,44,Month-to-month,80.4,3638.23,1,1,0,Fiber optic,Mailed check,1,0,0,1,1,153.5,1
CUST-000109,27,Two year,60.54,1637.13,3,1,0,DSL,Mailed check,1,0,0,0,2,275.2,0
CUST-000110,25,Month-to-month,25.18,622.06,1,0,0,DSL,Bank transfer (automatic),0,0,0,1,0,171.7,1
CUST-000111,34,Month-to-month,68.65,2351.39,1,0,0,Fiber optic,Bank transfer (automatic),1,0,0,0,0,121.5,1
CUST-000112,32,Month-to-month,29.34,910.54,1,0,1,DSL,Electronic check,0,1,0,0,5,114.6,0
CUST-000113,72,One year,61.82,4223.48,0,0,0,DSL,Electronic check,1,0,0,1,4,51.2,0
CUST-000114,14,Month-to-month,43.66,576.89,0,1,1,No,Mailed check,1,0,1,0,1,87.0,0
CUST-000115,7,Two year,115.25,802.72,0,0,0,Fiber optic,Electronic check,0,1,0,1,2,43.6,0
CUST-000116,38,One year,94.24,3427.54,2,0,1,Fiber optic,Mailed check,0,0,1,0,0,146.9,0
CUST-000117,16,Two year,130.12,2065.39,1,1,1,Fiber optic,Mailed check,1,0,1,0,5,248.4,0
CUST-000118,3,One year,53.63,171.59,8,0,0,DSL,Bank transfer (automatic),1,0,1,1,0,78.4,0
CUST-000119,11,One year,143.61,1563.35,1,0,0,Fiber optic,Bank transfer (automatic),1,0,1,1,4,109.9,0
CUST-000120,72,One year,90.06,6529.12,2,0,1,Fiber optic,Mailed check,1,0,1,0,3,170.7,0
CUST-000121,14,Month-to-month,51.79,716.77,2,1,0,DSL,Electronic check,0,1,0,0,1,235.9,1
CUST-000122,5,One year,125.22,667.0,9,0,0,DSL,Mailed check,0,0,1,0,1,124.9,1
CUST-000123,72,One year,44.29,3453.2,0,0,0,Fiber optic,Electronic check,1,0,0,0,3,157.7,0
CUST-000124,11,Month-to-month,51.18,549.76,1,1,1,DSL,Credit card (automatic),0,0,1,0,4,127.7,0
CUST-000125,72,One year,23.37,1743.87,0,1,0,DSL,Electronic check,0,0,0,0,1,68.0,0
CUST-000126,22,Month-to-month,44.04,1070.18,0,0,0,Fiber optic,Credit card (automatic),0,0,1,0,1,117.0,0
CUST-000127,72,Month-to-month,38.32,2598.93,1,1,0,Fiber optic,Bank transfer (automatic),1,0,1,1,3,139.0,0
CUST-000128,25,Month-to-month,105.42,2764.68,2,0,1,Fiber optic,Credit card (automatic),0,0,1,1,2,231.4,1
CUST-000129,41,Month-to-month,31.77,1189.2,0,1,1,DSL,Credit card (automatic),0,0,0,0,1,51.3,0
CUST-000130,27,Month-to-month,83.63,2261.35,2,0,0,Fiber optic,Credit card (automatic),0,0,1,0,3,49.4,1
CUST-000131,25,Month-to-month,87.3,2167.21,1,0,0,No,Bank transfer (automatic),1,0,1,0,0,65.2,1
CUST-000132,36,Month-to-month,101.58,3344.76,0,0,0,Fiber optic,Electronic check,1,0,1,0,4,25.9,1
CUST-000133,42,Month-to-month,75.35,3337.05,4,0,1,No,Bank transfer (automatic),1,0,0,0,0,202.7,0
CUST-000134,34,One year,120.35,4122.11,3,1,0,Fiber optic,Electronic check,1,1,0,1,1,152.5,1
CUST-000135,31,Month-to-month,105.24,3111.18,3,0,1,DSL,Mailed check,0,0,1,1,5,78.5,1
CUST-000136,16,Two year,58.71,954.79,1,0,0,Fiber optic,Credit card (automatic),1,0,0,0,4,65.7,1
CUST-000137,28,Two year,102.08,2987.41,0,1,0,Fiber optic,Bank transfer (automatic),0,1,1,1,3,204.3,1
CUST-000138,72,Month-to-month,58.19,3819.15,1,0,0,No,Electronic check,0,0,0,0,0,59.5,1
CUST-000139,16,Month-to-month,61.33,826.81,2,0,0,DSL,Credit card (automatic),1,0,1,0,4,72.2,1
CUST-000140,36,Month-to-month,27.21,977.5,2,0,1,DSL,Electronic check,0,0,1,0,2,182.8,0
CUST-000141,67,Month-to-month,51.7,3330.84,0,0,1,No,Credit card (automatic),0,0,1,1,5,122.9,0
CUST-000142,43,Month-to-month,54.43,2497.13,2,0,1,DSL,Credit card (automatic),0,0,0,0,1,163.4,1
CUST-000143,57,One year,125.76,7035.56,2,0,0,Fiber optic,Electronic check,0,1,0,0,5,63.7,0
CUST-000144,11,One year,36.12,403.47,1,1,1,DSL,Electronic check,1,0,0,1,4,120.4,0
CUST-000145,37,Month-to-month,15.0,549.81,2,1,0,No,Credit card (automatic),1,1,1,0,1,140.4,1
CUST-000146,24,One year,64.85,1436.09,3,1,1,DSL,Electronic check,1,0,1,1,2,66.1,0
CUST-000147,25,Month-to-month,58.58,1466.73,7,1,0,Fiber optic,Credit card (automatic),1,1,1,0,4,74.2,1
CUST-000148,72,Two year,86.51,5815.7,1,0,0,Fiber optic,Mailed check,1,0,1,0,4,91.4,0
CUST-000149,25,Two year,81.52,1897.87,2,0,1,No,Mailed check,0,0,0,0,4,42.3,1
CUST-000150,37,Month-to-month,62.5,2185.59,0,1,0,No,Bank transfer (automatic),1,0,0,0,1,170.9,0
CUST-000151,5,One year,79.22,372.62,1,0,0,Fiber optic,Mailed check,1,0,0,1,1,47.1,0
CUST-000152,72,Two year,61.09,4352.19,1,0,1,DSL,Mailed check,0,0,0,1,5,91.2,0
CUST-000153,55,Month-to-month,111.18,5995.05,0,0,0,Fiber optic,Bank transfer (automatic),1,0,1,1,0,23.8,1
CUST-000154,29,Month-to-month,36.13,1062.66,0,0,0,No,Mailed check,0,0,0,1,0,89.2,0
CUST-000155,23,One year,108.21,2292.94,4,0,1,Fiber optic,Electronic check,0,0,1,1,0,188.5,0
CUST-000156,46,Month-to-month,39.89,1811.85,4,1,0,No,Credit card (automatic),0,0,0,1,1,46.2,0
CUST-000157,67,Month-to-month,105.05,6868.96,1,1,0,Fiber optic,Bank transfer (automatic),1,0,1,1,3,132.8,1
CUST-000158,72,One year,26.42,1921.4,1,1,1,DSL,Bank transfer (automatic),0,0,0,0,3,84.0,0
CUST-000159,54,Month-to-month,78.56,4295.13,0,1,1,DSL,Bank transfer (automatic),1,0,1,1,4,101.7,0
CUST-000160,32,Month-to-month,62.45,2014.02,0,1,0,DSL,Bank transfer (automatic),1,0,0,0,4,201.8,0
CUST-000161,59,Two year,92.41,5182.23,0,0,0,Fiber optic,Electronic check,1,1,0,0,3,123.9,0
CUST-000162,52,Month-to-month,113.97,5933.76,0,1,0,Fiber optic,Credit card (automatic),1,0,0,1,5,19.3,1
CUST-000163,32,Month-to-month,44.47,1386.52,1,1,1,DSL,Mailed check,0,0,1,0,1,88.3,0
CUST-000164,51,One year,89.37,4857.37,5,0,0,Fiber optic,Credit card (automatic),1,0,1,0,4,136.8,1
CUST-000165,50,Month-to-month,72.58,3649.02,0,0,1,DSL,Credit card (automatic),1,0,1,1,5,42.4,0
CUST-000166,28,One year,82.52,2319.73,1,1,0,Fiber optic,Bank transfer (automatic),1,0,0,0,5,104.0,0
CUST-000167,19,One year,107.92,1919.16,0,0,0,Fiber optic,Mailed check,1,0,0,0,4,170.4,1
CUST-000168,47,Month-to-month,98.25,4481.43,2,0,1,Fiber optic,Electronic check,0,0,0,0,1,251.7,0
CUST-000169,12,Month-to-month,50.5,613.84,0,0,1,DSL,Mailed check,1,0,0,0,3,126.5,0
CUST-000170,10,Two year,121.52,1210.42,0,0,1,Fiber optic,Bank transfer (automatic),1,0,1,0,0,232.9,0
CUST-000171,38,Two year,79.05,2990.45,2,0,1,No,Mailed check,0,0,0,0,5,51.6,0
CUST-000172,46,Month-to-month,68.94,2893.17,0,0,1,Fiber optic,Electronic check,1,0,0,0,4,21.7,1
CUST-000173,38,Month-to-month,43.69,1592.64,0,0,0,No,Bank transfer (automatic),0,0,0,1,0,56.7,1
CUST-000174,41,Month-to-month,59.51,2406.37,0,0,0,DSL,Electronic check,1,0,0,0,0,34.0,0
CUST-000175,46,Two year,76.19,3715.32,0,1,0,DSL,Mailed check,1,0,1,0,3,166.1,0
CUST-000176,72,Two year,15.0,977.88,1,1,0,DSL,Bank transfer (automatic),0,1,1,0,2,169.2,0
CUST-000177,54,Month-to-month,69.99,3582.16,6,0,0,Fiber optic,Electronic check,1,1,0,0,0,122.2,1
CUST-000178,53,Two year,50.56,2425.35,2,1,0,DSL,Electronic check,0,0,1,1,2,170.0,0
CUST-000179,36,Month-to-month,29.06,1063.18,0,0,0,No,Electronic check,0,0,0,0,1,106.9,0
CUST-000180,37,Month-to-month,64.46,2526.47,1,0,1,Fiber optic,Bank transfer (automatic),1,1,1,0,0,103.7,0
CUST-000181,27,One year,68.43,1880.92,1,0,1,No,Credit card (automatic),0,0,1,1,1,199.8,0
CUST-000182,40,Month-to-month,77.78,3200.99,1,0,1,Fiber optic,Electronic check,1,1,0,0,4,87.8,1
CUST-000183,12,One year,79.74,907.5,2,0,1,Fiber optic,Bank transfer (automatic),0,0,0,0,3,135.6,0
CUST-000184,72,Month-to-month,55.53,4072.01,2,0,1,Fiber optic,Electronic check,1,0,0,0,4,165.9,1
CUST-000185,15,One year,84.66,1220.85,1,1,0,Fiber optic,Bank transfer (automatic),0,0,1,0,5,194.7,0
CUST-000186,54,Two year,52.4,2838.05,3,0,0,Fiber optic,Electronic check,1,0,1,0,3,132.1,0
CUST-000187,72,Month-to-month,101.48,7490.11,0,0,1,DSL,Credit card (automatic),1,0,0,1,4,93.0,0
CUST-000188,54,Month-to-month,108.58,5777.74,1,1,1,No,Bank transfer (automatic),0,0,0,0,2,85.9,1
CUST-000189,72,One year,78.17,5859.04,1,1,1,Fiber optic,Bank transfer (automatic),1,0,0,0,2,28.4,0
CUST-000190,3,Month-to-month,61.94,184.3,1,0,1,Fiber optic,Electronic check,1,0,1,0,5,86.8,1
CUST-000191,21,One year,86.37,1838.58,2,0,0,DSL,Credit card (automatic),1,0,0,0,2,94.3,0
CUST-000192,72,One year,79.81,6289.63,2,1,1,DSL,Electronic check,1,0,1,1,1,128.8,0
CUST-000193,9,Month-to-month,111.87,1031.87,0,1,0,DSL,Bank transfer (automatic),1,0,0,0,5,143.4,1
CUST-000194,15,Two year,143.53,2072.28,1,0,1,Fiber optic,Credit card (automatic),1,0,0,1,4,137.8,0
CUST-000195,44,Month-to-month,15.0,644.14,0,0,0,DSL,Bank transfer (automatic),1,0,0,1,2,125.2,1
CUST-000196,31,Month-to-month,93.97,3040.24,2,0,1,No,Credit card (automatic),1,0,1,1,3,86.8,1
CUST-000197,42,Month-to-month,59.44,2626.63,0,0,1,No,Bank transfer (automatic),0,0,0,0,2,85.4,0
CUST-000198,33,One year,78.73,2593.35,1,0,0,DSL,Credit card (automatic),1,0,1,1,3,209.6,0
CUST-000199,36,Two year,109.45,3639.35,2,1,0,Fiber optic,Electronic check,0,0,0,1,4,149.6,0
CUST-000200,16,Month-to-month,83.4,1271.0,2,1,1,DSL,Mailed check,1,0,0,0,0,17.4,1
CUST-000201,35,Month-to-month,90.01,3178.82,4,1,0,DSL,Bank transfer (automatic),1,0,0,0,1,19.3,0
CUST-000202,22,Month-to-month,50.99,1154.33,6,1,0,DSL,Bank transfer (automatic),1,0,0,0,3,28.0,1
CUST-000203,24,One year,41.18,1037.97,2,0,0,No,Bank transfer (automatic),0,0,1,1,5,66.3,0
CUST-000204,54,Month-to-month,94.67,4592.73,0,0,0,No,Bank transfer (automatic),0,0,1,0,4,152.5,0
CUST-000205,9,Month-to-month,43.21,405.84,6,0,1,DSL,Bank transfer (automatic),0,0,0,0,4,68.5,1
CUST-000206,2,Month-to-month,111.53,238.98,1,0,1,DSL,Electronic check,1,0,1,1,5,137.9,1
CUST-000207,51,Month-to-month,70.89,3182.71,0,1,0,Fiber optic,Mailed check,1,0,0,1,0,57.5,0
CUST-000208,35,One year,80.48,2816.05,3,0,0,Fiber optic,Credit card (automatic),1,0,0,0,1,164.2,0
CUST-000209,72,Month-to-month,60.24,4501.61,1,0,1,DSL,Electronic check,0,0,1,0,0,149.4,0
CUST-000210,15,Month-to-month,26.47,369.03,2,0,0,No,Electronic check,1,0,1,0,4,23.5,1
CUST-000211,28,Month-to-month,26.55,724.84,2,1,1,No,Bank transfer (automatic),1,0,0,1,3,256.7,1
CUST-000212,32,Month-to-month,112.8,3710.71,0,0,0,Fiber optic,Electronic check,0,0,1,0,4,76.1,1
CUST-000213,18,Month-to-month,22.0,385.65,0,0,1,No,Mailed check,0,0,0,1,4,31.4,0
CUST-000214,14,Month-to-month,150.0,2061.82,2,1,0,Fiber optic,Bank transfer (automatic),1,0,0,0,3,96.3,1
CUST-000215,53,Month-to-month,87.65,4696.74,3,1,0,Fiber optic,Mailed check,0,1,1,0,5,158.1,1
CUST-000216,8,Month-to-month,39.27,295.78,0,0,0,No,Credit card (automatic),1,0,1,0,0,47.6,1
CUST-000217,12,Month-to-month,100.51,1141.78,3,0,0,Fiber optic,Credit card (automatic),0,1,0,0,4,114.3,0
CUST-000218,27,One year,28.45,786.14,1,0,1,Fiber optic,Bank transfer (automatic),1,0,1,0,4,88.0,0
CUST-000219,57,Month-to-month,56.66,3382.86,2,1,1,DSL,Credit card (automatic),1,0,0,0,1,47.3,0
CUST-000220,19,Month-to-month,84.87,1644.66,6,0,0,Fiber optic,Electronic check,0,0,0,1,1,111.5,1
CUST-000221,17,One year,33.34,605.36,0,0,0,DSL,Electronic check,1,0,0,1,1,54.9,0
CUST-000222,26,Month-to-month,49.21,1306.31,2,0,0,DSL,Bank transfer (automatic),1,0,1,1,1,81.3,1
CUST-000223,39,Month-to-month,128.15,5459.41,4,0,1,Fiber optic,Bank transfer (automatic),0,0,0,0,2,60.1,0
CUST-000224,23,Two year,94.58,2182.5,0,1,1,Fiber optic,Electronic check,1,0,1,1,5,70.3,0
CUST-000225,62,Month-to-month,74.99,4708.12,0,0,0,DSL,Mailed check,0,0,1,0,4,91.0,0
CUST-000226,64,Two year,45.33,2959.61,1,0,0,DSL,Electronic check,1,0,0,0,4,69.4,0
CUST-000227,27,Month-to-month,31.92,834.78,0,1,1,No,Electronic check,0,1,1,0,1,72.0,0
CUST-000228,72,Two year,83.97,5811.24,0,0,0,Fiber optic,Mailed check,0,0,0,1,4,89.5,1
CUST-000229,32,Two year,28.56,872.79,1,0,1,Fiber optic,Credit card (automatic),1,1,1,0,3,58.0,0
CUST-000230,63,Month-to-month,37.58,2301.75,2,0,0,No,Credit card (automatic),1,0,1,1,3,37.9,0
CUST-000231,38,Month-to-month,33.69,1412.77,2,1,1,No,Bank transfer (automatic),0,0,0,0,1,47.0,0
CUST-000232,38,One year,15.0,621.91,3,1,0,DSL,Mailed check,1,0,1,0,3,112.0,0
CUST-000233,6,Month-to-month,106.23,626.93,2,0,0,Fiber optic,Electronic check,0,0,0,0,0,295.6,0
CUST-000234,11,Month-to-month,61.74,664.86,1,0,1,DSL,Mailed check,0,1,1,0,5,33.5,0
